id,gender,age,famsize
1665,male,43,5
1666,female,51,2
1667,female,26,4
1668,female,25,5
1669,female,32,1
1670,female,49,2
1671,female,55,1
1672,female,33,5
1673,female,20,3
1674,male,22,3
1675,female,57,1
1676,female,23,1
1677,female,56,4
1678,female,33,4
1679,male,19,1
1680,female,39,2
1681,female,56,3
1682,female,41,5
1683,female,37,1
1684,male,56,4
1685,male,46,3
1686,female,22,4
1687,male,30,1
1688,male,49,2
1689,female,35,2
1690,male,25,5
1691,female,23,1
1692,male,41,3
1693,female,37,5
1694,female,48,4
1695,male,22,2
1696,female,39,1
1697,female,58,1
1698,male,29,3
1699,female,52,4
1700,female,56,3
1701,female,25,5
1702,male,23,2
1703,female,38,4
1704,male,45,2
1705,female,28,3
1706,female,58,5
1707,female,25,2
1708,female,55,2
1709,female,24,2
1710,female,23,5
1711,male,41,1
1712,female,53,1
1713,female,23,2
1714,female,18,4
1715,female,29,3
1716,female,53,3
1717,female,46,4
1718,male,41,4
1719,female,39,4
1720,female,36,5
1721,female,39,2
1722,male,45,1
1723,male,53,5
1724,female,27,3
1725,male,33,2
1726,female,46,1
1727,female,43,4
1728,male,36,3
1729,female,54,4
1730,female,38,4
1731,female,54,4
1732,female,18,2
1733,female,59,4
1734,female,26,3
1735,male,33,4
1736,male,28,4
1737,female,40,3
1738,male,49,1
1739,female,34,1
1740,female,30,1
1741,male,40,5
1742,male,26,4
1743,male,53,4
1744,female,41,1
1745,female,47,5
1746,female,54,5
1747,female,52,4
1748,female,45,1
1749,female,48,4
1750,female,32,5
1751,female,19,4
1752,male,26,2
1753,female,48,5
1754,female,45,1
1755,female,28,2
1756,female,48,4
1757,female,43,2
1758,female,50,3
1759,female,29,2
1760,male,24,2
1761,female,30,1
1762,female,29,4
1763,male,22,1
1764,female,51,3
1765,female,48,3
1766,male,38,2
1767,male,56,4
1768,female,57,3
1769,male,21,1
1770,female,19,5
1771,female,37,2
1772,male,58,5
1773,female,39,5
1774,female,23,5
1775,male,39,2
1776,female,54,5
1777,female,26,3
1778,male,28,2
1779,female,58,2
1780,female,30,1
1781,male,41,1
1782,male,57,4
1783,female,39,1
1784,female,36,3
1785,female,23,3
1786,female,22,2
1787,male,44,5
1788,female,59,4
1789,female,50,1
1790,male,41,2
1791,female,19,2
1792,female,29,1
1793,female,58,1
1794,female,56,5
1795,male,35,1
1796,female,53,2
1797,male,18,1
1798,female,44,5
1799,female,27,5
1800,female,43,1
1801,female,39,5
1802,female,39,2
1803,female,32,5
1804,female,37,2
1805,male,21,2
1806,female,43,5
1807,female,50,4
1808,male,26,1
1809,female,49,2
1810,male,38,1
1811,female,52,4
1812,female,23,5
1813,male,32,2
1814,male,41,2
1815,female,39,4
1816,female,33,2
1817,female,38,1
1818,female,43,5
1819,female,47,5
1820,male,29,3
1821,female,24,1
1822,female,34,3
1823,female,30,5
1824,female,46,5
1825,female,31,2
1826,female,34,3
1827,female,53,4
1828,female,42,1
1829,female,52,4
1830,female,52,1
1831,female,25,2
1832,female,18,5
1833,female,29,5
1834,female,47,5
1835,male,24,2
1836,male,52,5
1837,female,22,4
1838,female,47,1
1839,female,47,5
1840,female,56,1
1841,male,57,3
1842,male,48,4
1843,female,56,2
1844,female,23,1
1845,female,58,1
1846,female,42,1
1847,male,30,1
1848,male,31,1
1849,female,40,2
1850,female,18,5
1851,male,55,1
1852,female,39,5
1853,female,23,1
1854,female,29,1
1855,female,20,1
1856,female,47,1
1857,male,49,5
1858,female,22,2
1859,male,20,5
1860,female,59,1
1861,female,30,4
1862,female,32,2
1863,male,20,1
1864,female,34,4
1865,female,34,1
1866,female,18,4
1867,female,33,3
1868,female,26,3
1869,female,23,5
1870,male,43,3
1871,female,50,3
1872,female,33,2
1873,female,26,2
1874,male,40,5
1875,female,59,5
1876,male,38,3
1877,female,44,1
1878,female,56,3
1879,male,33,3
1880,female,47,4
1881,female,24,4
1882,female,38,2
1883,female,44,3
1884,female,31,2
1885,female,37,2
1886,female,26,2
1887,female,23,5
1888,female,33,4
1889,female,58,1
1890,female,24,4
1891,female,26,4
1892,male,47,4
1893,male,32,4
1894,female,53,1
1895,female,25,1
1896,female,27,2
1897,female,22,3
1898,female,50,5
1899,female,41,3
1900,male,44,2
1901,female,42,2
1902,female,51,1
1903,male,52,4
1904,male,22,3
1905,male,26,5
1906,female,48,4
1907,female,20,3
1908,female,30,3
1909,male,36,3
1910,female,52,5
1911,female,20,3
1912,male,50,3
1913,male,28,2
1914,male,27,2
1915,female,49,1
1916,female,37,4
1917,male,22,5
1918,female,25,2
1919,female,55,5
1920,female,19,1
1921,male,41,2
1922,female,23,5
1923,female,36,1
1924,male,20,2
1925,female,38,3
1926,female,56,4
1927,female,33,4
1928,female,31,2
1929,female,45,4
1930,female,32,4
1931,male,37,3
1932,female,21,5
1933,male,39,2
1934,female,19,1
1935,female,26,4
1936,male,38,3
1937,male,34,5
1938,female,47,1
1939,male,33,2
1940,male,34,1
1941,male,58,4
1942,female,33,5
1943,male,51,2
1944,female,46,4
1945,female,34,5
1946,female,48,2
1947,male,38,4
1948,male,41,3
1949,male,24,3
1950,female,55,1
1951,female,48,3
1952,female,41,2
1953,female,34,4
1954,male,57,4
1955,male,25,2
1956,male,37,5
1957,female,25,4
1958,female,21,5
1959,male,27,2
1960,female,51,2
1961,female,54,5
1962,female,58,4
1963,female,54,2
1964,female,54,3
1965,female,35,3
1966,male,37,3
1967,female,49,4
1968,female,24,5
1969,female,34,5
1970,female,35,2
1971,female,33,2
1972,male,50,3
1973,female,58,2
1974,female,33,5
1975,female,49,2
1976,female,45,4
1977,female,56,2
1978,female,40,2
1979,male,36,2
1980,female,59,1
1981,female,19,2
1982,female,27,4
1983,female,52,1
1984,female,42,4
1985,female,29,1
1986,female,51,5
1987,male,19,5
1988,female,37,5
1989,female,26,5
1990,female,43,5
1991,male,44,1
1992,female,53,4
1993,female,56,1
1994,male,39,3
1995,male,46,4
1996,male,39,2
1997,male,30,3
1998,female,38,3
1999,female,52,4
2000,female,29,3
2001,female,31,2
2002,female,22,4
2003,male,36,3
2004,female,20,5
2005,male,48,3
2006,female,28,1
2007,female,41,5
2008,female,18,1
2009,female,33,3
2010,female,43,2
2011,female,24,2
2012,female,36,1
2013,female,31,2
2014,female,52,1
2015,female,50,1
2016,female,31,1
2017,female,28,1
2018,female,21,4
2019,female,48,4
2020,male,23,3
2021,male,39,2
2022,male,22,4
2023,female,53,4
2024,male,30,5
2025,female,47,1
2026,male,44,2
2027,female,35,1
2028,male,38,3
2029,male,57,4
2030,male,21,1
2031,female,40,3
2032,female,24,5
2033,male,28,3
2034,female,24,2
2035,female,26,2
2036,female,18,3
2037,female,41,4
2038,female,42,3
2039,female,21,3
2040,male,27,3
2041,female,22,1
2042,female,40,2
2043,female,36,1
2044,male,35,1
2045,female,40,3
2046,male,22,4
2047,male,36,2
2048,female,42,5
2049,female,42,2
2050,male,54,2
2051,female,40,2
2052,female,28,4
2053,female,59,1
2054,female,56,3
2055,female,38,3
2056,female,28,4
2057,male,54,1
2058,female,30,5
2059,female,19,5
2060,female,30,2
2061,female,55,5
2062,female,47,1
2063,female,45,5
2064,male,24,2
2065,male,58,2
2066,female,25,5
2067,female,53,5
2068,female,20,1
2069,female,22,5
2070,female,58,2
2071,female,24,5
2072,female,42,4
2073,male,40,1
2074,female,48,3
2075,female,50,2
2076,female,59,4
2077,male,21,2
2078,male,29,3
2079,female,27,2
2080,male,58,3
2081,female,25,4
2082,male,27,5
2083,female,59,5
2084,male,24,2
2085,female,56,4
2086,female,25,3
2087,female,59,5
2088,male,59,5
2089,male,36,3
2090,female,49,4
2091,female,26,5
2092,female,36,4
2093,male,22,1
2094,female,19,1
2095,male,52,1
2096,female,45,2
2097,male,25,2
2098,female,35,3
2099,male,52,1
2100,female,27,2
2101,male,40,4
2102,male,21,1
2103,female,32,2
2104,female,41,2
2105,female,43,1
2106,female,50,5
2107,female,59,1
2108,male,32,3
2109,male,23,4
2110,male,59,3
2111,male,53,3
2112,female,30,3
2113,female,27,4
2114,female,26,5
2115,male,39,2
2116,male,36,5
2117,female,52,1
2118,female,38,2
2119,female,20,4
2120,male,53,1
2121,male,46,1
2122,female,22,3
2123,female,45,2
2124,female,31,1
2125,female,44,2
2126,female,38,2
2127,female,53,5
2128,male,21,4
2129,female,58,2
2130,female,41,1
2131,female,43,2
2132,male,20,4
2133,female,57,1
2134,female,54,3
2135,male,21,2
2136,female,20,5
2137,male,51,5
2138,female,42,4
2139,female,38,2
2140,female,41,1
2141,female,32,1
2142,male,36,1
2143,male,35,2
2144,female,57,2
2145,female,28,3
2146,male,52,2
2147,female,46,2
2148,female,26,1
2149,female,53,5
2150,female,46,5
2151,female,50,4
2152,male,32,3
2153,male,24,3
2154,female,46,1
2155,female,59,2
2156,male,24,1
2157,female,52,2
2158,female,26,1
2159,female,42,3
2160,female,33,5
2161,female,39,4
2162,female,37,1
2163,male,26,1
2164,male,37,1
2165,male,57,2
2166,female,55,3
2167,male,28,4
2168,male,43,1
2169,male,31,4
2170,female,44,1
2171,male,32,3
2172,female,54,2
2173,female,55,1
2174,female,56,2
2175,female,55,1
2176,male,39,1
2177,female,21,1
2178,female,45,5
2179,female,25,4
2180,female,42,3
2181,female,22,3
2182,female,33,1
2183,female,37,5
2184,male,55,1
2185,female,23,4
2186,male,58,2
2187,female,26,4
2188,female,18,2
2189,female,51,4
2190,male,56,1
2191,male,29,5
2192,male,19,4
2193,female,20,3
2194,female,46,3
2195,male,42,5
2196,female,35,1
2197,male,26,4
2198,female,44,5
2199,female,50,1
2200,female,21,4
2201,male,59,3
2202,female,27,1
2203,female,21,4
2204,female,29,2
2205,female,25,1
2206,female,30,4
2207,female,41,1
2208,female,38,3
2209,female,23,2
2210,male,28,4
2211,female,46,3
2212,female,22,4
2213,male,27,5
2214,female,30,1
2215,male,41,1
2216,female,43,2
2217,female,27,1
2218,female,28,4
2219,male,33,5
2220,female,54,1
2221,male,49,5
2222,male,24,3
2223,female,47,2
2224,female,21,2
2225,female,32,3
2226,female,22,2
2227,female,32,4
2228,female,40,1
2229,female,58,1
2230,female,43,1
2231,female,43,2
2232,female,43,5
2233,female,41,4
2234,male,54,4
2235,male,58,1
2236,male,55,4
2237,male,51,4
2238,female,27,2
2239,male,28,4
2240,male,18,3
2241,male,31,4
2242,female,30,2
2243,female,19,5
2244,male,42,1
2245,female,46,4
2246,male,49,3
2247,male,36,2
2248,female,47,1
2249,male,21,5
2250,male,39,1
2251,female,54,4
2252,male,57,3
2253,female,35,5
2254,male,27,4
2255,female,46,2
2256,female,33,4
2257,female,48,1
2258,female,26,5
2259,female,56,3
2260,female,24,1
2261,female,57,3
2262,female,39,1
2263,female,45,4
2264,female,50,1
2265,female,53,2
2266,female,39,5
2267,female,21,2
2268,female,19,2
2269,female,43,5
2270,female,48,3
2271,female,53,3
2272,male,42,4
2273,male,32,2
2274,female,49,5
2275,female,25,2
2276,female,24,3
2277,female,46,1
2278,female,22,3
2279,female,39,1
2280,male,46,5
2281,female,42,3
2282,male,54,4
2283,female,32,3
2284,female,28,3
2285,female,26,4
2286,female,18,5
2287,male,35,4
2288,female,36,1
2289,female,42,1
2290,female,41,4
2291,female,20,3
2292,female,49,3
2293,female,18,1
2294,female,46,3
2295,female,59,2
2296,male,54,1
2297,female,37,5
2298,female,57,4
2299,male,20,4
2300,male,30,5
2301,female,42,2
2302,male,34,1
2303,female,28,3
2304,female,57,1
2305,female,51,2
2306,female,35,1
2307,male,30,1
2308,female,25,2
2309,male,51,2
2310,female,25,1
2311,male,38,2
2312,female,30,3
2313,female,46,2
2314,female,32,1
2315,male,22,1
2316,female,56,4
2317,female,20,2
2318,female,22,3
2319,female,37,5
2320,female,42,2
2321,male,19,3
2322,male,55,1
2323,male,30,4
2324,male,20,5
2325,female,44,1
2326,female,27,2
2327,female,41,1
2328,male,57,1
2329,male,57,2
2330,female,51,1
2331,male,40,3
2332,female,33,4
2333,female,51,4
2334,male,52,5
2335,male,53,1
2336,male,44,4
2337,male,46,5
2338,female,40,3
2339,male,22,2
2340,male,47,2
2341,female,48,2
2342,male,27,5
2343,male,51,5
2344,male,38,4
2345,female,49,1
2346,female,40,2
2347,male,36,3
2348,female,45,2
2349,male,52,3
2350,male,44,2
2351,female,52,5
2352,female,26,3
2353,male,39,3
2354,female,42,1
2355,female,50,3
2356,male,59,3
2357,male,29,4
2358,female,34,1
2359,female,43,3
2360,female,36,1
2361,female,23,1
2362,female,26,2
2363,female,28,3
2364,male,58,4
2365,female,42,5
2366,female,58,4
2367,female,49,3
2368,female,59,2
2369,female,44,3
2370,female,41,3
2371,male,53,5
2372,female,53,5
2373,female,58,1
2374,female,40,2
2375,female,25,3
2376,female,22,5
2377,female,47,3
2378,female,41,1
2379,male,58,3
2380,male,41,1
2381,female,41,4
2382,female,39,5
2383,female,23,4
2384,female,39,1
2385,female,38,3
2386,male,27,2
2387,male,34,4
2388,female,30,4
2389,female,22,1
2390,male,43,5
2391,female,37,1
2392,female,33,5
2393,female,19,2
2394,female,20,4
2395,male,44,3
2396,female,21,5
2397,male,45,4
2398,female,50,2
2399,male,22,1
2400,female,30,3
2401,male,19,4
2402,female,18,5
2403,female,26,3
2404,female,48,5
2405,female,43,4
2406,female,58,3
2407,female,22,3
2408,female,52,3
2409,male,44,2
2410,female,53,5
2411,female,37,4
2412,female,25,1
2413,female,59,4
2414,male,43,4
2415,male,47,3
2416,female,59,2
2417,female,50,1
2418,male,50,5
2419,female,34,1
2420,male,56,5
2421,female,38,1
2422,female,45,1
2423,female,54,1
2424,female,40,4
2425,female,56,2
2426,female,21,2
2427,male,30,1
2428,male,18,2
2429,female,59,4
2430,male,18,3
2431,female,54,1
2432,female,29,3
2433,female,24,3
2434,male,50,5
2435,male,53,5
2436,female,27,3
2437,female,39,2
2438,male,45,4
2439,male,28,3
2440,male,37,4
2441,male,50,5
2442,female,39,1
2443,female,50,5
2444,male,27,2
2445,female,27,5
2446,male,46,3
2447,female,50,2
2448,female,42,1
2449,male,24,5
2450,female,32,3
2451,female,49,5
2452,male,23,4
2453,female,36,4
2454,female,25,1
2455,male,26,5
2456,male,43,5
2457,female,58,3
2458,female,24,4
2459,male,57,2
2460,female,32,5
2461,male,27,2
2462,female,51,1
2463,female,30,3
2464,female,47,2
2465,male,44,4
2466,male,24,2
2467,female,29,1
2468,female,42,4
2469,male,34,3
2470,female,56,2
2471,male,42,5
2472,male,56,4
2473,female,57,1
2474,female,20,5
2475,female,55,5
2476,female,59,2
2477,female,24,4
2478,male,56,4
2479,female,40,2
2480,male,18,1
2481,female,26,4
2482,female,35,3
2483,female,32,5
2484,female,20,4
2485,female,38,3
2486,female,50,2
2487,male,28,2
2488,female,48,2
2489,male,21,5
2490,female,30,1
2491,male,57,1
2492,female,48,3
2493,female,24,1
2494,female,21,4
2495,female,51,4
2496,female,29,4
2497,female,53,3
2498,female,33,2
2499,male,52,1
2500,male,25,4
2501,female,26,1
2502,male,47,3
2503,male,37,1
2504,female,54,4
2505,male,33,5
2506,male,32,3
2507,male,24,2
2508,male,45,3
2509,male,28,3
2510,female,55,3
2511,male,58,5
2512,male,44,5
2513,female,25,5
2514,female,52,5
2515,male,27,5
2516,male,32,1
2517,male,44,2
2518,male,37,2
2519,male,38,3
2520,female,34,2
2521,male,57,1
2522,male,39,4
2523,male,32,4
2524,female,24,2
2525,male,44,5
2526,female,52,2
2527,female,21,5
2528,male,33,1
2529,female,27,2
2530,female,46,4
2531,male,43,5
2532,male,53,5
2533,female,34,1
2534,female,40,4
2535,female,27,1
2536,male,31,5
2537,female,37,2
2538,male,34,3
2539,male,57,5
2540,male,43,3
2541,male,28,5
2542,male,42,1
2543,female,21,1
2544,female,28,2
2545,male,56,2
2546,female,54,4
2547,male,45,3
2548,female,34,2
2549,female,36,1
2550,male,54,5
2551,male,58,4
2552,female,54,5
2553,female,29,5
2554,female,31,4
2555,male,22,1
2556,male,40,4
2557,female,31,3
2558,male,38,2
2559,female,25,3
2560,male,45,5
2561,male,25,2
2562,female,42,2
2563,male,35,5
2564,male,49,1
2565,male,31,5
2566,female,40,1
2567,male,54,5
2568,female,33,1
2569,female,54,2
2570,female,24,2
2571,female,36,3
2572,male,58,2
2573,female,54,1
2574,female,55,4
2575,male,41,2
2576,female,24,1
2577,female,39,2
2578,female,23,4
2579,male,36,1
2580,female,51,4
2581,female,45,4
2582,female,40,3
2583,female,55,4
2584,female,19,2
2585,female,31,3
2586,male,44,5
2587,female,48,3
2588,female,39,4
2589,male,59,2
2590,male,40,5
2591,male,30,3
2592,female,54,2
2593,female,29,5
2594,male,38,4
2595,female,18,2
2596,female,54,2
2597,male,18,2
2598,female,21,3
2599,female,21,5
2600,female,25,2
2601,female,41,4
2602,male,32,2
2603,male,56,3
2604,male,23,3
2605,female,51,3
2606,female,20,5
2607,male,41,3
2608,male,31,3
2609,female,43,3
2610,female,30,1
2611,female,37,1
2612,female,52,4
2613,female,43,1
2614,female,50,1
2615,female,53,4
2616,female,44,5
2617,female,30,2
2618,female,27,5
2619,female,49,3
2620,female,31,5
2621,female,54,1
2622,male,31,4
2623,female,24,1
2624,female,27,3
2625,female,29,5
2626,female,36,3
2627,male,56,5
2628,female,27,1
2629,female,50,4
2630,female,31,5
2631,female,54,5
2632,female,29,4
2633,female,39,3
2634,female,35,1
2635,female,45,3
2636,male,46,4
2637,female,31,1
2638,female,27,4
2639,male,38,2
2640,male,51,4
2641,female,29,2
2642,female,37,1
2643,female,43,3
2644,female,43,2
2645,female,36,5
2646,female,54,4
2647,female,56,2
2648,male,39,1
2649,female,50,1
2650,male,22,3
2651,female,51,4
2652,female,39,2
2653,female,45,2
2654,male,22,2
2655,male,36,5
2656,female,36,2
2657,female,34,4
2658,female,32,2
2659,female,41,1
2660,female,41,5
2661,female,20,3
2662,female,39,3
2663,female,33,3
2664,female,23,2
2665,male,21,4
2666,male,44,1
2667,female,34,4
2668,female,40,3
2669,female,20,1
2670,male,35,2
2671,female,23,4
2672,female,59,5
2673,female,56,1
2674,male,35,2
2675,female,41,2
2676,female,58,5
2677,female,23,1
2678,female,44,2
2679,female,31,5
2680,female,49,4
2681,female,50,2
2682,male,57,1
2683,male,51,4
2684,female,19,3
2685,female,30,4
2686,female,46,5
2687,female,45,2
2688,female,56,4
2689,female,43,3
2690,male,40,4
2691,female,51,3
2692,female,28,4
2693,male,53,2
2694,female,53,5
2695,male,49,3
2696,male,28,1
2697,female,54,2
2698,female,45,2
2699,male,22,2
2700,male,58,2
2701,female,20,3
2702,female,44,5
2703,male,54,5
2704,male,28,3
2705,female,51,5
2706,female,56,5
2707,male,57,3
2708,female,26,1
2709,male,37,5
2710,female,35,4
2711,male,19,3
2712,female,29,5
2713,female,56,2
2714,female,27,5
2715,female,34,2
2716,female,56,2
2717,female,56,3
2718,female,27,2
2719,male,42,4
2720,female,33,3
2721,female,25,1
2722,male,25,5
2723,female,18,5
2724,male,42,1
2725,female,49,2
2726,female,43,2
2727,female,30,2
2728,female,22,4
2729,female,53,5
2730,female,57,4
2731,female,25,5
2732,female,49,1
2733,female,30,4
2734,male,28,1
2735,female,41,4
2736,female,25,2
2737,female,19,4
2738,female,28,3
2739,female,45,3
2740,female,50,4
2741,female,29,3
2742,male,46,3
2743,female,58,1
2744,male,29,1
2745,female,37,1
2746,female,54,2
2747,female,26,5
2748,female,59,1
2749,male,40,3
2750,male,31,1
2751,female,54,5
2752,male,51,3
2753,female,47,1
2754,male,20,1
2755,male,37,4
2756,female,23,5
2757,female,30,2
2758,female,33,5
2759,female,35,5
2760,female,24,4
2761,female,21,2
2762,female,51,2
2763,female,38,4
2764,male,45,1
2765,female,27,1
2766,female,40,1
2767,female,46,4
2768,female,34,1
2769,female,30,5
2770,female,47,3
2771,female,29,1
2772,female,48,1
2773,female,21,3
2774,female,31,4
2775,female,32,5
2776,female,19,2
2777,female,47,1
2778,female,44,5
2779,female,25,2
2780,female,55,1
2781,female,23,1
2782,female,33,2
2783,male,40,5
2784,female,21,2
2785,female,27,5
2786,female,31,2
2787,female,47,4
2788,male,39,4
2789,male,44,3
2790,female,24,2
2791,female,46,5
2792,female,49,2
2793,female,50,1
2794,female,25,4
2795,female,18,2
2796,female,31,1
2797,female,34,3
2798,female,24,2
2799,female,37,3
2800,male,46,3
2801,female,27,4
2802,female,41,1
2803,female,54,2
2804,female,21,4
2805,female,25,3
2806,male,57,5
2807,female,31,1
2808,female,33,2
2809,male,47,4
2810,male,35,2
2811,male,51,3
2812,male,30,1
2813,male,52,2
2814,male,41,1
2815,female,54,2
2816,female,20,1
2817,male,55,1
2818,female,34,4
2819,male,53,5
2820,male,41,4
2821,male,40,3
2822,female,52,3
2823,female,25,2
2824,female,32,2
2825,male,18,3
2826,female,49,4
2827,male,58,1
2828,female,39,3
2829,male,21,1
2830,female,53,4
2831,female,52,3
2832,female,46,5
2833,male,57,2
2834,male,38,2
2835,female,32,2
2836,male,45,3
2837,female,47,3
2838,male,46,2
2839,male,52,1
2840,female,52,4
2841,female,51,4
2842,female,20,3
2843,male,37,4
2844,female,57,1
2845,female,33,5
2846,female,43,3
2847,male,44,1
2848,female,42,1
2849,male,24,1
2850,male,45,5
2851,female,47,5
2852,male,29,1
2853,female,50,4
2854,female,23,4
2855,male,50,5
2856,male,48,4
2857,male,33,4
2858,female,38,1
2859,male,26,2
2860,female,38,3
2861,female,53,5
2862,male,24,2
2863,female,58,2
2864,male,19,5
2865,male,24,1
2866,male,35,5
2867,male,40,2
2868,female,33,1
2869,female,49,3
2870,female,54,4
2871,male,55,4
2872,female,47,2
2873,male,51,2
2874,female,27,2
2875,female,45,4
2876,female,33,5
2877,male,57,5
2878,female,24,3
2879,female,36,3
2880,female,57,2
2881,male,48,4
2882,male,41,2
2883,male,30,1
2884,female,58,5
2885,female,55,2
2886,female,43,4
2887,female,29,2
2888,female,27,3
2889,male,42,5
2890,female,26,5
2891,female,24,4
2892,female,48,4
2893,female,21,5
2894,female,30,1
2895,female,34,1
2896,male,41,1
2897,male,35,5
2898,female,37,2
2899,female,42,2
2900,female,39,1
2901,female,21,3
2902,male,33,3
2903,female,54,3
2904,female,46,4
2905,female,41,2
2906,female,33,4
2907,male,53,2
2908,female,34,1
2909,female,28,4
2910,male,39,2
2911,female,44,2
2912,male,26,3
2913,female,28,2
2914,female,22,5
2915,male,27,5
2916,male,23,2
2917,male,18,4
2918,male,55,4
2919,female,42,2
2920,male,31,2
2921,female,51,2
2922,female,57,4
2923,female,25,4
2924,male,44,2
2925,female,24,3
2926,female,40,3
2927,female,31,2
2928,male,47,1
2929,male,42,3
2930,female,53,1
2931,male,26,2
2932,male,41,2
2933,female,29,2
2934,female,22,5
2935,male,40,3
2936,female,57,1
2937,female,50,4
2938,male,36,3
2939,male,38,1
2940,male,55,3
2941,female,59,2
2942,male,46,3
2943,female,32,3
2944,female,41,3
2945,male,42,1
2946,female,20,2
2947,female,49,1
2948,female,35,5
2949,male,51,5
2950,female,54,5
2951,female,37,4
2952,female,42,5
2953,female,47,3
2954,male,57,4
2955,female,45,4
2956,female,45,4
2957,female,46,3
2958,female,53,2
2959,male,32,4
2960,female,36,3
2961,female,28,1
2962,female,25,3
2963,female,45,2
2964,female,22,4
2965,female,33,1
2966,female,29,3
2967,female,51,1
2968,female,47,5
2969,female,57,4
2970,male,37,3
2971,female,53,3
2972,male,28,4
2973,male,49,3
2974,female,48,3
2975,male,55,2
2976,female,20,2
2977,female,57,2
2978,male,29,1
2979,female,55,2
2980,female,57,2
2981,female,27,2
2982,female,59,2
2983,female,27,3
2984,female,36,3
2985,female,38,2
2986,female,45,2
2987,male,51,5
2988,female,27,1
2989,male,35,5
2990,female,36,2
2991,female,52,3
2992,female,21,5
2993,female,34,4
2994,male,37,2
2995,male,41,5
2996,male,53,2
2997,female,46,4
2998,female,59,5
2999,female,42,1
3000,male,55,4
3001,female,55,2
3002,male,27,4
3003,male,22,4
3004,male,59,4
3005,male,25,2
3006,female,55,2
3007,female,53,4
3008,female,29,1
3009,female,28,5
3010,male,55,3
3011,female,43,2
3012,male,32,2
3013,female,54,5
3014,female,20,2
3015,female,32,3
3016,female,45,1
3017,male,26,5
3018,male,28,4
3019,male,49,3
3020,female,21,4
3021,female,58,2
3022,male,36,4
3023,female,57,2
3024,male,47,2
3025,female,37,4
3026,male,38,2
3027,male,40,3
3028,female,31,1
3029,female,34,1
3030,female,28,2
3031,male,32,1
3032,male,45,4
3033,female,57,3
3034,female,30,5
3035,female,27,5
3036,female,32,3
3037,female,19,5
3038,female,54,3
3039,female,46,4
3040,female,19,4
3041,female,37,1
3042,male,21,3
3043,female,51,4
3044,female,26,1
3045,female,44,2
3046,female,23,1
3047,male,59,3
3048,male,49,5
3049,male,25,2
3050,female,43,4
3051,female,48,1
3052,male,26,3
3053,female,52,5
3054,female,25,1
3055,female,19,3
3056,female,35,5
3057,female,31,4
3058,female,45,5
3059,male,45,4
3060,male,42,5
3061,male,29,3
3062,male,54,5
3063,female,47,4
3064,male,40,2
3065,female,57,1
3066,female,40,3
3067,male,23,2
3068,female,55,1
3069,female,50,3
3070,female,33,4
3071,female,59,1
3072,male,54,3
3073,female,36,5
3074,male,25,2
3075,female,47,4
3076,male,37,5
3077,female,59,5
3078,female,35,4
3079,male,50,2
3080,female,26,4
3081,female,34,5
3082,female,22,3
3083,female,58,1
3084,female,28,1
3085,male,58,1
3086,male,40,1
3087,female,30,4
3088,female,56,2
3089,male,19,4
3090,female,35,2
3091,male,59,4
3092,female,29,4
3093,female,32,1
3094,female,51,3
3095,male,56,4
3096,female,58,3
3097,female,25,2
3098,female,29,1
3099,male,54,3
3100,female,40,5
3101,female,40,1
3102,male,49,4
3103,female,41,5
3104,male,48,3
3105,female,51,2
3106,male,50,5
3107,female,23,2
3108,male,49,5
3109,female,35,2
3110,male,20,2
3111,female,48,2
3112,female,27,3
3113,female,30,2
3114,female,56,3
3115,male,45,1
3116,female,40,2
3117,female,29,5
3118,female,51,2
3119,female,39,1
3120,female,50,2
3121,female,29,5
3122,female,55,4
3123,female,51,1
3124,female,52,5
3125,female,47,2
3126,female,25,4
3127,female,26,1
3128,male,27,3
3129,female,49,2
3130,male,34,3
3131,female,43,4
3132,male,20,3
3133,female,27,5
3134,female,56,5
3135,male,56,2
3136,male,38,1
3137,female,34,5
3138,female,27,1
3139,female,49,3
3140,female,27,3
3141,female,45,4
3142,male,49,2
3143,female,23,5
3144,female,34,2
3145,male,50,2
3146,female,49,2
3147,female,22,4
3148,male,18,4
3149,female,23,3
3150,male,42,4
3151,female,26,5
3152,female,22,2
3153,male,45,2
3154,female,39,2
3155,male,39,4
3156,female,48,4
3157,male,43,2
3158,female,50,4
3159,male,43,1
3160,male,43,5
3161,male,49,5
3162,female,55,4
3163,male,53,5
3164,female,38,2
3165,female,58,2
3166,female,58,4
3167,male,21,3
3168,female,32,2
3169,female,59,5
3170,female,32,3
3171,female,29,4
3172,female,33,2
3173,female,18,1
3174,female,38,4
3175,female,58,2
3176,male,47,5
3177,male,55,3
3178,female,25,4
3179,female,18,5
3180,female,27,4
3181,female,37,3
3182,male,39,5
3183,female,27,2
3184,female,45,5
3185,male,18,4
3186,female,30,4
3187,female,27,3
3188,female,38,5
3189,male,50,3
3190,female,35,3
3191,male,35,5
3192,female,35,2
3193,female,25,1
3194,female,33,3
3195,male,25,1
3196,female,23,4
3197,female,54,2
3198,female,59,5
3199,male,19,3
3200,male,44,5
3201,female,50,5
3202,female,23,1
3203,female,45,3
3204,female,53,3
3205,male,23,3
3206,female,27,2
3207,female,36,4
3208,male,39,3
3209,female,51,2
3210,male,49,4
3211,male,57,3
3212,female,26,3
3213,female,48,3
3214,female,33,4
3215,male,30,5
3216,female,31,2
3217,male,36,3
3218,female,27,3
