id,date,spent,coupon,spent2
49,2019/9/20,3841,0,3841
14,2019/9/12,3543,354.3,3188.7
24,2019/9/5,8022,802.2,7219.8
33,2019/9/28,11253,1125.3,10127.7
32,2019/9/21,7570,0,7570
23,2019/9/22,6273,0,6273
28,2019/9/7,6451,0,6451
34,2019/9/24,11476,0,11476
49,2019/9/10,2472,247.2,2224.8
42,2019/9/10,1725,0,1725
48,2019/9/3,4983,498.3,4484.7
29,2019/9/18,8771,0,8771
28,2019/9/3,13748,0,13748
12,2019/9/9,6467,646.7,5820.3
49,2019/9/24,9432,943.2,8488.8
33,2019/9/1,3687,368.7,3318.3
21,2019/9/10,5743,0,5743
43,2019/9/9,2494,0,2494
1,2019/9/12,3456,0,3456
9,2019/10/1,3648,0,3648
1,2019/9/14,11910,0,11910
11,2019/9/15,11000,1100,9900
17,2019/10/1,9620,962,8658
24,2019/9/9,7131,0,7131
27,2019/9/16,12414,1241.4,11172.6
24,2019/9/30,11106,1110.6,9995.4
44,2019/9/15,6520,652,5868
34,2019/9/28,14651,0,14651
16,2019/9/19,2830,283,2547
16,2019/9/24,5134,513.4,4620.6
29,2019/9/2,9180,0,9180
14,2019/9/19,6239,0,6239
18,2019/9/4,13332,1333.2,11998.8
38,2019/9/3,6760,0,6760
36,2019/9/3,7536,0,7536
17,2019/9/16,12304,1230.4,11073.6
22,2019/9/16,3175,317.5,2857.5
42,2019/10/1,5796,579.6,5216.4
45,2019/9/20,12501,0,12501
37,2019/9/30,10914,1091.4,9822.6
49,2019/9/24,9488,0,9488
18,2019/9/24,14215,0,14215
3,2019/9/28,8517,0,8517
48,2019/9/23,8241,824.1,7416.9
2,2019/9/28,12727,0,12727
6,2019/9/13,5686,0,5686
31,2019/9/30,10091,0,10091
2,2019/9/11,11440,1144,10296
48,2019/9/27,12309,0,12309
23,2019/9/10,1547,154.7,1392.3
48,2019/9/28,6155,0,6155
41,2019/9/20,9799,0,9799
5,2019/10/1,13807,1380.7,12426.3
44,2019/9/11,5696,0,5696
21,2019/9/16,6671,667.1,6003.9
34,2019/9/9,3024,302.4,2721.6
35,2019/9/22,7079,707.9,6371.1
5,2019/9/23,13866,0,13866
1,2019/9/16,7689,768.9,6920.1
17,2019/9/16,7383,0,7383
10,2019/9/4,2146,214.6,1931.4
43,2019/10/1,13238,0,13238
12,2019/9/8,8313,831.3,7481.7
20,2019/9/6,7051,0,7051
30,2019/9/17,8150,815,7335
29,2019/9/18,7540,754,6786
29,2019/9/24,12686,1268.6,11417.4
46,2019/9/21,9368,936.8,8431.2
26,2019/9/15,11258,1125.8,10132.2
13,2019/9/25,10437,0,10437
15,2019/9/1,9058,905.8,8152.2
47,2019/9/30,14399,0,14399
22,2019/9/9,13759,0,13759
45,2019/9/17,4425,0,4425
1,2019/9/17,8480,848,7632
2,2019/9/1,7961,0,7961
41,2019/9/23,4454,0,4454
47,2019/9/26,12872,1287.2,11584.8
43,2019/9/29,11646,1164.6,10481.4
24,2019/9/5,4873,0,4873
2,2019/9/15,3467,0,3467
19,2019/9/27,12306,0,12306
29,2019/9/12,13020,0,13020
34,2019/9/26,10458,0,10458
49,2019/9/8,4485,0,4485
17,2019/9/27,3044,304.4,2739.6
13,2019/9/9,5086,0,5086
49,2019/9/3,10659,1065.9,9593.1
49,2019/9/6,10673,1067.3,9605.7
40,2019/9/15,8102,810.2,7291.8
8,2019/9/5,14000,0,14000
21,2019/10/1,5362,536.2,4825.8
9,2019/9/15,8348,0,8348
32,2019/9/18,4202,420.2,3781.8
42,2019/9/13,3971,397.1,3573.9
1,2019/9/18,3117,311.7,2805.3
11,2019/9/24,12583,0,12583
11,2019/9/12,4319,431.9,3887.1
13,2019/9/25,5653,565.3,5087.7
15,2019/9/25,2292,229.2,2062.8
20,2019/9/23,5292,529.2,4762.8
19,2019/9/20,9097,909.7,8187.3
2,2019/9/8,7348,734.8,6613.2
5,2019/9/1,10330,0,10330
22,2019/10/1,10949,1094.9,9854.1
26,2019/9/21,11321,0,11321
22,2019/9/22,7510,751,6759
45,2019/9/2,6326,0,6326
44,2019/9/17,12196,1219.6,10976.4
24,2019/9/6,4610,0,4610
5,2019/9/11,12726,1272.6,11453.4
9,2019/9/23,8612,0,8612
49,2019/9/25,4542,454.2,4087.8
23,2019/9/12,2401,240.1,2160.9
19,2019/9/24,8326,832.6,7493.4
33,2019/9/15,9262,0,9262
30,2019/9/30,6564,0,6564
40,2019/9/11,4717,471.7,4245.3
18,2019/9/30,6929,0,6929
38,2019/9/20,7426,742.6,6683.4
42,2019/9/8,9429,942.9,8486.1
10,2019/9/20,9146,914.6,8231.4
12,2019/9/22,10623,1062.3,9560.7
32,2019/9/27,14813,0,14813
6,2019/9/27,13473,1347.3,12125.7
45,2019/9/6,2965,296.5,2668.5
30,2019/9/20,2340,0,2340
3,2019/9/26,7288,728.8,6559.2
23,2019/9/9,12086,0,12086
29,2019/9/28,4939,493.9,4445.1
1,2019/10/1,9548,0,9548
28,2019/9/9,3249,324.9,2924.1
49,2019/9/5,4954,0,4954
47,2019/9/23,10715,0,10715
14,2019/9/30,6620,0,6620
17,2019/9/15,13844,1384.4,12459.6
1,2019/9/9,7063,0,7063
29,2019/9/22,6495,0,6495
46,2019/9/19,12609,0,12609
13,2019/9/17,7348,734.8,6613.2
40,2019/9/17,13609,1360.9,12248.1
32,2019/9/16,10244,1024.4,9219.6
27,2019/9/26,13590,0,13590
45,2019/9/22,3079,307.9,2771.1
31,2019/9/7,12792,0,12792
33,2019/9/23,11809,0,11809
43,2019/9/6,8244,824.4,7419.6
36,2019/9/17,1780,178,1602
42,2019/10/1,11910,1191,10719
4,2019/9/24,9919,0,9919
33,2019/9/3,2896,289.6,2606.4
11,2019/9/10,11509,1150.9,10358.1
1,2019/9/15,4570,0,4570
31,2019/9/8,11652,1165.2,10486.8
16,2019/9/17,4109,0,4109
45,2019/9/29,5412,541.2,4870.8
28,2019/9/13,3854,385.4,3468.6
38,2019/9/19,3473,347.3,3125.7
14,2019/9/11,8993,0,8993
3,2019/9/22,5392,0,5392
41,2019/9/24,6861,686.1,6174.9
30,2019/9/27,11299,1129.9,10169.1
44,2019/9/2,5157,515.7,4641.3
17,2019/9/28,4509,0,4509
38,2019/9/20,10973,0,10973
29,2019/9/14,6927,692.7,6234.3
43,2019/9/17,10612,1061.2,9550.8
47,2019/9/11,5901,0,5901
37,2019/9/24,13979,0,13979
7,2019/9/27,9412,941.2,8470.8
26,2019/9/5,2777,277.7,2499.3
48,2019/9/30,13215,0,13215
19,2019/9/10,12249,0,12249
22,2019/9/20,2803,0,2803
48,2019/9/25,12644,1264.4,11379.6
8,2019/9/27,9801,0,9801
35,2019/9/26,4563,0,4563
21,2019/9/15,5236,523.6,4712.4
33,2019/9/9,7188,0,7188
14,2019/9/11,14302,0,14302
47,2019/9/24,14739,0,14739
36,2019/9/21,11815,0,11815
27,2019/9/14,13036,0,13036
3,2019/9/23,9851,0,9851
13,2019/9/15,14631,0,14631
40,2019/9/24,10249,1024.9,9224.1
25,2019/9/5,13108,0,13108
13,2019/9/15,3792,379.2,3412.8
28,2019/9/9,2199,0,2199
28,2019/9/19,8065,806.5,7258.5
17,2019/9/21,8980,0,8980
9,2019/9/5,6456,645.6,5810.4
35,2019/9/19,4567,0,4567
32,2019/9/24,13959,1395.9,12563.1
34,2019/9/6,9378,937.8,8440.2
26,2019/9/29,14614,0,14614
41,2019/9/4,12872,1287.2,11584.8
35,2019/9/21,3764,0,3764
25,2019/9/9,14169,0,14169
20,2019/9/8,7459,0,7459
35,2019/9/23,12477,1247.7,11229.3
7,2019/9/7,14145,1414.5,12730.5
1,2019/9/23,8303,0,8303
47,2019/9/16,12583,0,12583
29,2019/10/1,12604,0,12604
40,2019/9/23,3081,0,3081
11,2019/9/6,2076,0,2076
13,2019/9/6,13847,0,13847
35,2019/9/2,14982,1498.2,13483.8
38,2019/9/1,3547,354.7,3192.3
10,2019/9/1,3067,0,3067
15,2019/9/23,11839,1183.9,10655.1
46,2019/9/13,6300,630,5670
8,2019/9/24,1605,160.5,1444.5
7,2019/9/25,7226,722.6,6503.4
7,2019/9/1,9392,0,9392
10,2019/9/13,6231,623.1,5607.9
39,2019/9/27,5149,0,5149
44,2019/9/10,5931,0,5931
22,2019/9/27,7254,725.4,6528.6
10,2019/9/1,2366,236.6,2129.4
45,2019/9/3,14907,0,14907
23,2019/9/17,5771,577.1,5193.9
30,2019/9/4,4463,0,4463
35,2019/9/6,10074,1007.4,9066.6
44,2019/9/8,13317,0,13317
32,2019/9/14,12339,1233.9,11105.1
14,2019/9/5,10401,0,10401
32,2019/10/1,12106,1210.6,10895.4
1,2019/9/21,2346,0,2346
14,2019/9/26,8351,0,8351
41,2019/9/17,10429,1042.9,9386.1
43,2019/9/15,12255,1225.5,11029.5
44,2019/9/5,4677,0,4677
49,2019/9/22,12562,1256.2,11305.8
9,2019/9/9,14067,1406.7,12660.3
42,2019/9/14,4323,432.3,3890.7
38,2019/9/24,11563,0,11563
17,2019/9/29,11923,1192.3,10730.7
23,2019/9/16,11334,0,11334
29,2019/9/11,13045,0,13045
16,2019/9/25,9428,0,9428
49,2019/9/18,9407,940.7,8466.3
25,2019/9/12,9580,958,8622
21,2019/9/10,7954,795.4,7158.6
38,2019/9/19,9205,0,9205
7,2019/9/13,4756,475.6,4280.4
11,2019/9/9,9324,0,9324
14,2019/9/13,4533,0,4533
28,2019/9/25,8803,880.3,7922.7
31,2019/9/14,5853,0,5853
32,2019/10/1,10570,1057,9513
9,2019/9/16,4673,0,4673
29,2019/9/14,2701,0,2701
39,2019/9/23,11531,1153.1,10377.9
19,2019/9/3,3089,308.9,2780.1
16,2019/9/19,8241,0,8241
49,2019/9/11,3928,392.8,3535.2
5,2019/9/11,6167,616.7,5550.3
6,2019/9/17,9574,0,9574
25,2019/9/15,5103,510.3,4592.7
30,2019/9/18,5995,599.5,5395.5
40,2019/9/24,8908,890.8,8017.2
603,2019/9/30,9674,0,9674
4408,2019/9/30,9105,910.5,8194.5
4257,2019/9/1,6349,0,6349
3338,2019/9/11,8106,0,8106
1509,2019/9/30,3525,352.5,3172.5
1666,2019/9/3,6689,0,6689
2566,2019/9/19,10017,1001.7,9015.3
814,2019/9/6,3222,322.2,2899.8
1379,2019/9/30,5539,553.9,4985.1
236,2019/9/28,2873,0,2873
2776,2019/9/11,8419,0,8419
1062,2019/9/10,3846,384.6,3461.4
3749,2019/9/28,8841,884.1,7956.9
449,2019/9/3,13267,1326.7,11940.3
4784,2019/9/10,3955,395.5,3559.5
4928,2019/9/25,14040,1404,12636
4261,2019/9/13,13312,0,13312
4481,2019/9/10,9255,0,9255
1153,2019/9/23,6768,0,6768
1646,2019/9/5,12377,1237.7,11139.3
251,2019/9/23,11623,0,11623
2811,2019/9/7,9650,0,9650
4805,2019/9/2,2419,0,2419
4044,2019/9/14,11121,0,11121
2221,2019/9/19,14780,0,14780
915,2019/9/29,14265,1426.5,12838.5
4668,2019/9/16,6421,642.1,5778.9
1275,2019/9/17,10196,1019.6,9176.4
3208,2019/9/20,4154,415.4,3738.6
2600,2019/10/1,4064,0,4064
840,2019/9/2,10844,0,10844
2408,2019/10/1,4295,0,4295
3367,2019/9/8,4307,430.7,3876.3
1329,2019/9/30,3801,0,3801
1335,2019/9/29,11656,0,11656
449,2019/9/3,9529,0,9529
1556,2019/9/9,7704,0,7704
1445,2019/9/13,4742,0,4742
1903,2019/9/9,10645,0,10645
672,2019/10/1,1761,0,1761
1662,2019/9/4,8221,0,8221
2432,2019/9/27,4021,0,4021
2339,2019/9/23,2126,212.6,1913.4
2795,2019/9/11,10973,1097.3,9875.7
911,2019/9/12,14646,0,14646
4900,2019/9/25,2516,0,2516
2525,2019/9/22,7993,0,7993
3498,2019/9/7,10221,0,10221
3097,2019/9/24,12838,1283.8,11554.2
4887,2019/9/13,14760,0,14760
309,2019/9/20,11970,0,11970
1726,2019/9/4,13704,0,13704
852,2019/9/17,3274,327.4,2946.6
1214,2019/9/27,1644,164.4,1479.6
3890,2019/9/11,12433,0,12433
183,2019/9/27,12471,1247.1,11223.9
4905,2019/9/6,10223,0,10223
235,2019/9/11,11704,1170.4,10533.6
2654,2019/9/8,5001,0,5001
3623,2019/9/13,7860,0,7860
2857,2019/9/27,4124,412.4,3711.6
2061,2019/9/11,1870,0,1870
3603,2019/9/6,5673,0,5673
367,2019/9/1,3960,396,3564
2405,2019/9/14,6920,0,6920
216,2019/9/9,13281,1328.1,11952.9
4084,2019/9/24,6636,663.6,5972.4
348,2019/9/5,4679,0,4679
4182,2019/9/9,6299,0,6299
4559,2019/9/28,10411,1041.1,9369.9
1860,2019/9/13,12389,1238.9,11150.1
1767,2019/9/25,4632,463.2,4168.8
210,2019/9/7,13217,1321.7,11895.3
4868,2019/9/11,13648,1364.8,12283.2
3659,2019/9/23,11663,0,11663
2665,2019/9/19,9372,0,9372
3785,2019/9/14,13302,0,13302
4986,2019/9/17,9266,0,9266
482,2019/9/17,13245,1324.5,11920.5
1418,2019/9/6,3610,0,3610
484,2019/9/11,7071,0,7071
3300,2019/10/1,6663,0,6663
3869,2019/9/1,7503,750.3,6752.7
3030,2019/9/10,5804,0,5804
3306,2019/9/14,7985,0,7985
4551,2019/9/18,8343,0,8343
857,2019/9/4,4859,0,4859
334,2019/9/27,6829,0,6829
1509,2019/9/29,11131,0,11131
4832,2019/9/16,1962,0,1962
2996,2019/9/23,3854,0,3854
2776,2019/9/20,8311,831.1,7479.9
3018,2019/9/27,12553,0,12553
1099,2019/9/18,7522,752.2,6769.8
1478,2019/9/19,12306,1230.6,11075.4
4159,2019/9/16,12371,0,12371
3816,2019/9/7,14401,1440.1,12960.9
3187,2019/9/22,5150,0,5150
3661,2019/9/15,11119,0,11119
1170,2019/9/23,11625,0,11625
1386,2019/9/10,6207,620.7,5586.3
2486,2019/9/8,10300,0,10300
2969,2019/9/3,5309,530.9,4778.1
2748,2019/9/10,8661,0,8661
3629,2019/9/9,6840,0,6840
2445,2019/9/2,14799,1479.9,13319.1
4886,2019/9/30,13146,0,13146
2156,2019/9/27,4666,0,4666
2041,2019/9/11,7611,0,7611
3370,2019/9/5,2700,0,2700
4806,2019/9/14,10078,1007.8,9070.2
1472,2019/9/4,12425,0,12425
316,2019/9/3,3680,0,3680
1948,2019/9/19,13081,1308.1,11772.9
86,2019/9/22,11592,1159.2,10432.8
1325,2019/9/30,9421,942.1,8478.9
2861,2019/9/20,12709,0,12709
2413,2019/9/7,10399,1039.9,9359.1
719,2019/9/23,8888,0,8888
757,2019/9/8,14614,0,14614
4791,2019/9/14,3328,332.8,2995.2
2049,2019/9/22,7726,0,7726
4492,2019/9/29,6166,616.6,5549.4
261,2019/9/27,1647,0,1647
1666,2019/9/9,14718,1471.8,13246.2
2596,2019/9/20,12979,1297.9,11681.1
1279,2019/9/16,1902,0,1902
2768,2019/9/19,4625,462.5,4162.5
1864,2019/9/10,5317,0,5317
2488,2019/9/22,12341,0,12341
1149,2019/9/2,13658,0,13658
2704,2019/9/19,5226,0,5226
2474,2019/9/3,2408,0,2408
4845,2019/9/25,11715,0,11715
4812,2019/9/27,13279,1327.9,11951.1
3079,2019/9/19,6248,0,6248
3710,2019/9/16,10305,0,10305
4849,2019/9/1,3206,320.6,2885.4
425,2019/9/1,12159,0,12159
4005,2019/9/6,8076,807.6,7268.4
3753,2019/9/24,5152,515.2,4636.8
568,2019/9/6,14293,0,14293
558,2019/9/3,11980,1198,10782
4393,2019/9/6,14014,1401.4,12612.6
3662,2019/9/28,4152,415.2,3736.8
4197,2019/9/1,5878,0,5878
4368,2019/9/17,7908,790.8,7117.2
2319,2019/9/14,8101,0,8101
764,2019/9/2,9108,0,9108
3564,2019/9/7,7485,748.5,6736.5
4783,2019/9/26,5736,573.6,5162.4
3856,2019/9/19,13714,0,13714
579,2019/9/24,14086,1408.6,12677.4
3542,2019/9/26,4097,409.7,3687.3
3416,2019/9/1,1554,0,1554
1395,2019/9/19,12147,0,12147
4046,2019/9/8,7633,763.3,6869.7
3979,2019/9/18,12513,0,12513
688,2019/9/24,12129,1212.9,10916.1
73,2019/9/23,3605,360.5,3244.5
848,2019/9/22,3293,329.3,2963.7
4042,2019/9/14,5951,595.1,5355.9
2794,2019/9/14,6060,0,6060
4553,2019/9/30,2317,231.7,2085.3
572,2019/9/7,10166,0,10166
1717,2019/9/14,2391,0,2391
4430,2019/9/9,2399,0,2399
4405,2019/9/9,6754,675.4,6078.6
1323,2019/9/11,2908,0,2908
2515,2019/9/13,11766,0,11766
4210,2019/9/28,11293,0,11293
2630,2019/9/11,4748,474.8,4273.2
1300,2019/9/27,8960,896,8064
2639,2019/9/13,9932,0,9932
4406,2019/9/2,14380,0,14380
1798,2019/9/21,8520,0,8520
4143,2019/9/10,11416,1141.6,10274.4
753,2019/9/3,2562,0,2562
3103,2019/9/26,8885,0,8885
106,2019/9/25,11292,0,11292
1252,2019/9/21,9521,0,9521
3938,2019/9/23,9085,0,9085
3159,2019/9/17,2106,0,2106
3442,2019/9/21,1648,0,1648
4833,2019/9/2,8537,0,8537
276,2019/9/12,10436,1043.6,9392.4
1690,2019/9/15,6704,670.4,6033.6
1529,2019/9/20,2858,0,2858
397,2019/9/17,14636,0,14636
4737,2019/9/19,3971,0,3971
1332,2019/9/10,4353,435.3,3917.7
3032,2019/9/11,7565,0,7565
4516,2019/9/8,14989,0,14989
4556,2019/9/20,8899,889.9,8009.1
1782,2019/9/18,10512,1051.2,9460.8
2550,2019/9/12,2456,0,2456
3193,2019/9/30,3392,339.2,3052.8
2877,2019/9/29,14623,1462.3,13160.7
3571,2019/9/3,8752,0,8752
2568,2019/9/27,9912,991.2,8920.8
2022,2019/9/18,7233,723.3,6509.7
774,2019/9/24,12681,0,12681
1588,2019/9/21,9269,926.9,8342.1
4779,2019/10/1,13817,0,13817
2930,2019/9/16,5890,589,5301
1595,2019/9/30,14682,0,14682
1541,2019/9/28,5681,568.1,5112.9
1957,2019/10/1,5257,0,5257
4667,2019/9/13,6237,623.7,5613.3
471,2019/9/18,8712,871.2,7840.8
1605,2019/9/23,9911,991.1,8919.9
2780,2019/9/25,10514,1051.4,9462.6
2240,2019/9/22,4825,482.5,4342.5
379,2019/9/2,3806,0,3806
1467,2019/9/29,14400,1440,12960
1401,2019/9/11,14109,0,14109
866,2019/9/1,1668,166.8,1501.2
774,2019/9/25,4379,437.9,3941.1
3812,2019/9/25,12828,0,12828
3156,2019/9/28,14214,0,14214
3639,2019/9/21,4002,400.2,3601.8
171,2019/9/2,3855,0,3855
4436,2019/9/23,8820,0,8820
3771,2019/9/9,7860,786,7074
2527,2019/9/21,12832,0,12832
2027,2019/9/5,5964,0,5964
4589,2019/9/25,3375,337.5,3037.5
3466,2019/9/24,12057,0,12057
3905,2019/9/8,6225,622.5,5602.5
4223,2019/10/1,12243,0,12243
3952,2019/9/29,10203,0,10203
276,2019/9/25,2396,0,2396
4404,2019/9/28,7918,791.8,7126.2
566,2019/9/30,3749,0,3749
3596,2019/9/13,14677,1467.7,13209.3
1318,2019/9/25,11032,1103.2,9928.8
3249,2019/9/20,7753,0,7753
1889,2019/9/24,12836,1283.6,11552.4
2626,2019/9/17,8533,0,8533
181,2019/9/11,12070,0,12070
1843,2019/9/18,3924,0,3924
244,2019/9/3,10815,1081.5,9733.5
478,2019/9/1,1772,177.2,1594.8
4452,2019/9/8,2911,291.1,2619.9
4715,2019/9/2,12242,1224.2,11017.8
1520,2019/9/7,4846,0,4846
1263,2019/9/25,2635,0,2635
3953,2019/9/30,2244,224.4,2019.6
3151,2019/9/27,3283,0,3283
4352,2019/9/21,10205,0,10205
2342,2019/9/27,6335,0,6335
2101,2019/9/25,11761,0,11761
4016,2019/9/3,4702,0,4702
2304,2019/9/28,14606,1460.6,13145.4
981,2019/9/25,6353,0,6353
4411,2019/9/29,4019,401.9,3617.1
2221,2019/9/13,14839,1483.9,13355.1
4113,2019/9/15,5054,505.4,4548.6
1332,2019/9/19,9164,0,9164
1705,2019/9/3,2289,0,2289
2209,2019/9/13,6217,0,6217
4556,2019/9/3,3148,0,3148
2186,2019/9/12,7231,0,7231
2290,2019/9/27,8553,0,8553
1369,2019/9/9,2763,276.3,2486.7
3025,2019/9/7,6383,638.3,5744.7
1907,2019/9/9,5187,0,5187
2097,2019/9/16,4923,492.3,4430.7
211,2019/9/1,12957,1295.7,11661.3
4640,2019/9/5,6963,696.3,6266.7
4046,2019/9/29,8208,0,8208
4442,2019/9/6,9384,938.4,8445.6
3168,2019/9/8,6324,0,6324
1253,2019/9/25,9798,0,9798
2672,2019/9/19,4005,0,4005
90,2019/9/19,14919,0,14919
3130,2019/9/15,9803,980.3,8822.7
615,2019/9/23,5175,0,5175
2698,2019/9/13,14927,1492.7,13434.3
2108,2019/9/19,14831,0,14831
4431,2019/9/8,12381,0,12381
757,2019/9/15,6305,630.5,5674.5
922,2019/9/18,8605,860.5,7744.5
3352,2019/9/13,4460,446,4014
3311,2019/9/22,11697,1169.7,10527.3
4771,2019/9/21,9317,931.7,8385.3
565,2019/9/4,9557,0,9557
1902,2019/9/17,14473,0,14473
1329,2019/9/14,11735,1173.5,10561.5
4792,2019/9/24,4381,438.1,3942.9
4067,2019/9/15,10617,1061.7,9555.3
1096,2019/9/14,5936,593.6,5342.4
3843,2019/9/1,4940,494,4446
623,2019/9/16,10280,1028,9252
1362,2019/9/20,12582,1258.2,11323.8
668,2019/9/17,8092,809.2,7282.8
605,2019/9/6,3978,0,3978
120,2019/9/25,4558,0,4558
2088,2019/9/2,4746,474.6,4271.4
1904,2019/9/24,14450,0,14450
4958,2019/9/12,4863,486.3,4376.7
2590,2019/9/13,10887,1088.7,9798.3
3896,2019/9/1,4452,445.2,4006.8
863,2019/9/4,2431,0,2431
3340,2019/10/1,2290,229,2061
3039,2019/9/24,13790,0,13790
3033,2019/9/6,10869,1086.9,9782.1
4031,2019/9/18,8246,824.6,7421.4
2774,2019/9/13,8911,0,8911
1573,2019/9/8,10277,0,10277
1545,2019/9/29,12982,1298.2,11683.8
126,2019/9/16,14498,1449.8,13048.2
321,2019/9/2,8302,830.2,7471.8
4329,2019/9/11,2906,290.6,2615.4
3612,2019/9/1,3472,347.2,3124.8
417,2019/9/30,10008,0,10008
3386,2019/9/8,7580,758,6822
4282,2019/9/18,4012,401.2,3610.8
2730,2019/9/22,12461,0,12461
3464,2019/9/18,8846,884.6,7961.4
4534,2019/9/22,6256,0,6256
223,2019/9/11,9832,0,9832
3938,2019/9/26,11114,0,11114
2527,2019/9/14,12628,1262.8,11365.2
4600,2019/9/10,10922,0,10922
1123,2019/9/16,10464,1046.4,9417.6
3837,2019/9/24,2261,0,2261
3522,2019/9/23,6810,0,6810
1170,2019/9/18,8354,835.4,7518.6
2231,2019/9/15,9270,927,8343
4079,2019/9/20,14475,1447.5,13027.5
837,2019/9/24,14541,1454.1,13086.9
3076,2019/9/19,12821,0,12821
4390,2019/9/25,8038,803.8,7234.2
1437,2019/9/17,7284,728.4,6555.6
2458,2019/9/18,6009,600.9,5408.1
1100,2019/9/6,10639,0,10639
914,2019/9/26,13066,0,13066
2688,2019/9/28,5089,508.9,4580.1
444,2019/9/29,4457,0,4457
3545,2019/9/16,11704,1170.4,10533.6
648,2019/9/27,3953,395.3,3557.7
3137,2019/9/10,14211,0,14211
2128,2019/9/22,9506,950.6,8555.4
4951,2019/9/28,1514,151.4,1362.6
4904,2019/9/3,8142,0,8142
923,2019/9/16,1759,0,1759
150,2019/9/19,6632,663.2,5968.8
1884,2019/9/13,10488,1048.8,9439.2
1418,2019/9/28,7849,784.9,7064.1
1401,2019/9/18,7135,713.5,6421.5
1636,2019/9/20,13351,0,13351
3071,2019/9/23,8847,884.7,7962.3
1663,2019/9/14,10513,1051.3,9461.7
3435,2019/9/4,12612,1261.2,11350.8
2324,2019/9/15,11962,0,11962
4163,2019/9/10,5545,554.5,4990.5
1306,2019/9/7,10241,1024.1,9216.9
1161,2019/9/21,1900,0,1900
2654,2019/9/10,13169,1316.9,11852.1
1746,2019/9/2,14513,1451.3,13061.7
701,2019/9/8,13898,0,13898
1730,2019/9/7,13056,1305.6,11750.4
1180,2019/9/19,5040,504,4536
1089,2019/9/21,9439,943.9,8495.1
3403,2019/10/1,13874,1387.4,12486.6
4096,2019/9/9,10456,1045.6,9410.4
718,2019/9/10,14639,0,14639
430,2019/9/24,12236,1223.6,11012.4
1158,2019/9/4,12525,0,12525
1306,2019/9/25,4302,430.2,3871.8
1078,2019/9/1,5798,579.8,5218.2
448,2019/9/17,6412,0,6412
3934,2019/9/1,11416,0,11416
3996,2019/9/14,6607,0,6607
484,2019/9/23,6680,668,6012
4787,2019/9/8,8035,0,8035
2742,2019/9/20,6423,642.3,5780.7
2278,2019/9/27,1706,0,1706
4542,2019/9/9,13707,1370.7,12336.3
1340,2019/9/15,7192,0,7192
348,2019/9/4,11237,1123.7,10113.3
4535,2019/9/2,13676,1367.6,12308.4
1352,2019/9/23,12709,0,12709
3385,2019/9/23,3414,341.4,3072.6
2087,2019/9/22,13997,1399.7,12597.3
566,2019/9/27,12176,0,12176
1089,2019/9/29,13463,1346.3,12116.7
2681,2019/9/2,11230,1123,10107
3047,2019/9/27,3638,0,3638
127,2019/9/29,3663,0,3663
856,2019/9/26,7782,0,7782
708,2019/9/24,10394,1039.4,9354.6
739,2019/9/19,6996,0,6996
4009,2019/9/5,10523,1052.3,9470.7
227,2019/9/8,2112,0,2112
3479,2019/9/2,3255,325.5,2929.5
783,2019/9/10,10668,1066.8,9601.2
4480,2019/9/4,4806,0,4806
3178,2019/9/1,1709,0,1709
1220,2019/9/27,2604,0,2604
2224,2019/9/3,2218,0,2218
262,2019/9/13,5131,513.1,4617.9
3071,2019/9/17,10357,1035.7,9321.3
755,2019/9/7,7084,708.4,6375.6
2677,2019/9/28,9840,984,8856
512,2019/9/24,7384,738.4,6645.6
1916,2019/9/26,14617,1461.7,13155.3
4122,2019/9/14,5585,558.5,5026.5
542,2019/9/12,2907,290.7,2616.3
636,2019/9/29,12223,0,12223
2447,2019/9/1,3081,308.1,2772.9
4833,2019/9/18,9756,0,9756
1420,2019/9/23,5264,526.4,4737.6
1295,2019/9/5,11488,1148.8,10339.2
63,2019/9/13,10193,0,10193
3689,2019/9/22,9881,0,9881
4195,2019/9/7,2068,0,2068
3155,2019/9/19,9470,947,8523
4661,2019/9/27,9325,932.5,8392.5
4272,2019/9/19,7931,0,7931
4546,2019/10/1,2109,210.9,1898.1
2953,2019/9/15,13868,1386.8,12481.2
304,2019/9/29,8251,0,8251
3181,2019/9/3,5096,0,5096
507,2019/9/24,11612,1161.2,10450.8
2413,2019/9/6,9270,0,9270
2094,2019/9/2,8253,0,8253
737,2019/9/8,6616,661.6,5954.4
3564,2019/9/3,14399,1439.9,12959.1
4752,2019/9/14,14515,0,14515
2864,2019/9/9,9158,0,9158
3017,2019/9/29,10042,1004.2,9037.8
611,2019/9/5,7131,0,7131
3347,2019/9/26,8717,0,8717
1397,2019/9/23,10523,1052.3,9470.7
629,2019/9/28,9356,935.6,8420.4
2211,2019/9/22,6921,692.1,6228.9
1046,2019/9/17,4928,492.8,4435.2
1296,2019/9/9,11031,1103.1,9927.9
89,2019/9/8,1679,0,1679
1395,2019/9/2,10518,1051.8,9466.2
986,2019/9/3,14571,1457.1,13113.9
2995,2019/9/18,6463,646.3,5816.7
498,2019/9/11,9459,0,9459
3798,2019/9/29,2860,0,2860
1796,2019/9/22,13369,0,13369
4716,2019/9/20,5647,564.7,5082.3
1314,2019/9/25,1999,0,1999
3440,2019/9/4,4503,450.3,4052.7
356,2019/9/1,11938,1193.8,10744.2
4640,2019/9/15,6912,691.2,6220.8
779,2019/9/20,12446,1244.6,11201.4
2459,2019/9/9,12692,0,12692
